cell	CL:0000000
kidney cortex interstitial cell	CL:1000681
kidney medulla interstitial cell	CL:1000682
kidney interstitial myofibroblast	CL:1000691
kidney interstitial fibroblast	CL:1000692
kidney interstitial fibrocyte	CL:1000693
kidney interstitial alternatively activated macrophage	CL:1000695
kidney interstitial inflammatory macrophage	CL:1000696
kidney interstitial suppressor macrophage	CL:1000697
kidney resident macrophage	CL:1000698
kidney resident dendritic cell	CL:1000699
kidney pelvis smooth muscle cell	CL:1000702
kidney pelvis urothelial cell	CL:1000703
ureter urothelial cell	CL:1000706
ureter adventitial cell	CL:1000708
kidney cortex collecting duct principal cell	CL:1000714
kidney cortex collecting duct intercalated cell	CL:1000715
kidney outer medulla collecting duct principal cell	CL:1000716
kidney outer medulla collecting duct intercalated cell	CL:1000717
kidney inner medulla collecting duct principal cell	CL:1000718
kidney inner medulla collecting duct intercalated cell	CL:1000719
kidney papillary duct intercalated cell	CL:1000720
kidney papillary duct principal cell	CL:1000721
glomerular mesangial cell	CL:1000742
intraglomerular mesangial cell	CL:1000742
glomerular cell	CL:1000746
glomerular cells	CL:1000746
kidney connecting tubule epithelial cell	CL:1000768
connecting tubule	CL:1000768
connecting tubule cell	CL:1000768
CT	CL:1000768
kidney inner medulla interstitial cell	CL:1000803
kidney outer medulla interstitial cell	CL:1000804
kidney proximal convoluted tubule epithelial cell	CL:1000838
PCT	CL:1000838
proximal convoluted tubule cell	CL:1000838
kidney proximal straight tubule epithelial cell	CL:1000839
PST	CL:1000839
proximal straight tubule cell	CL:1000839
kidney distal convoluted tubule epithelial cell	CL:1000849
DCT	CL:1000849
distal convoluted tubule cell	CL:1000849
macula densa epithelial cell	CL:1000850
kidney blood vessel cell	CL:1000854
kidney arterial blood vessel cell	CL:1000891
kidney capillary endothelial cell	CL:1000892
ENDO	CL:1000892
endothelium cell	CL:1000892
kidney venous blood vessel cell	CL:1000893
kidney loop of Henle epithelial cell	CL:1000909
ureter smooth muscle cell	CL:1000979
glomerular capillary endothelial cell	CL:1001005
EC-GC	CL:1001005
glomerular endothelial capillary	CL:1001005
kidney afferent arteriole cell	CL:1001006
kidney efferent arteriole cell	CL:1001009
kidney loop of Henle ascending limb epithelial cell	CL:1001016
kidney loop of Henle descending limb epithelial cell	CL:1001021
peritubular capillary endothelial cell	CL:1001033
EC-PTC	CL:1001033
vasa recta cell	CL:1001036
kidney cortex artery cell	CL:1001045
kidney cortex vein cell	CL:1001052
kidney artery smooth muscle cell	CL:1001064
kidney arteriole smooth muscle cell	CL:1001066
kidney venous system smooth muscle cell	CL:1001068
kidney afferent arteriole endothelial cell	CL:1001096
kidney afferent arteriole smooth muscle cell	CL:1001097
kidney efferent arteriole endothelial cell	CL:1001099
kidney efferent arteriole smooth muscle cell	CL:1001100
kidney loop of Henle thick ascending limb epithelial cell	CL:1001106
kidney loop of Henle thin ascending limb epithelial cell	CL:1001107
kidney loop of Henle medullary thick ascending limb epithelial cell	CL:1001108
medullary thick ascending limb	CL:1001108
M-TAL	CL:1001108
kidney loop of Henle cortical thick ascending limb epithelial cell	CL:1001109
cortical thick ascending limb	CL:1001109
kidney loop of Henle thin descending limb epithelial cell	CL:1001111
kidney outer medulla peritubular capillary cell	CL:1001123
kidney cortex peritubular capillary cell	CL:1001124
inner renal medulla vasa recta cell	CL:1001126
outer renal medulla vasa recta cell	CL:1001127
vasa recta ascending limb cell	CL:1001131
arcuate artery cell	CL:1001135
interlobular artery cell	CL:1001138
arcuate vein cell	CL:1001142
interlobular vein cell	CL:1001145
inner medulla vasa recta ascending limb cell	CL:1001209
outer medulla vasa recta ascending limb cell	CL:1001210
arcuate artery endothelial cell	CL:1001213
arcuate artery smooth muscle cell	CL:1001214
interlobulary artery endothelial cell	CL:1001216
interlobulary artery smooth muscle cell	CL:1001217
arcuate vein endothelial cell	CL:1001220
arcuate vein smooth muscle cell	CL:1001221
interlobulary vein endothelial cell	CL:1001223
interlobulary vein smooth muscle cell	CL:1001224
kidney collecting duct cell	CL:1001225
collecting duct cells	CL:1001225
CD	CL:1001225
collecting duct cell	CL:1001225
vasa recta descending limb cell	CL:1001285
inner medulla vasa recta descending limb cell	CL:1001286
outer medulla vasa recta descending limb cell	CL:1001287
renal interstitial pericyte	CL:1001318
bladder cell	CL:1001319
bladder cells	CL:1001319
urethra cell	CL:1001320
bladder urothelial cell	CL:1001428
urethra urothelial cell	CL:1001430
kidney collecting duct principal cell	CL:1001431
kidney collecting duct intercalated cell	CL:1001432
epithelial cell of exocrine pancreas	CL:1001433
exocrine pancreas cell	CL:1001433
olfactory bulb interneuron	CL:1001434
olfactory inhibitory neurons	CL:1001434
periglomerular cell	CL:1001435
olfactory bulb periglomerular cell	CL:1001435
olfactory bulb (accessory) glomerular layer cell	CL:1001435
glomerular layer cell	CL:1001435
olfactory bulb glomerularal cell	CL:1001435
olfactory bulb glomerular layer cell	CL:1001435
hair-tylotrich neuron	CL:1001436
hair-down neuron	CL:1001437
sensory neuron of dorsal root ganglion	CL:1001451
proprioceptive neuron	CL:1001451
proprioceptors	CL:1001451
DRGs	CL:1001451
medium spiny neuron	CL:1001474
striatal medium spiny neuron	CL:1001474
gamma-aminobutyric acid ergic spiny projection neuron	CL:1001474
gamma-aminobutyric acid (GABA)ergic spiny projection neuron	CL:1001474
MSN	CL:1001474
medium spiny neurons	CL:1001474
mitral cell	CL:1001502
MCs	CL:1001502
MC	CL:1001502
mitral cells	CL:1001502
olfactory bulb tufted cell	CL:1001503
TC	CL:1001503
TCs	CL:1001503
parvocellular neurosecretory cell	CL:1001505
parvocellular neuron	CL:1001505
parvocellular neurosecretory neuron	CL:1001505
PSTNCRH neurons	CL:1001505
glycinergic neuron	CL:1001509
glycinergic interneuron	CL:1001509
intestinal enteroendocrine cell	CL:1001516
enteroendocrine cell	CL:1001516
stomach enteroendocrine cell	CL:1001517
vomeronasal sensory neuron	CL:1001561
lung endothelial cell	CL:1001567
endothelial cells	CL:1001567
lung ECs	CL:1001567
pulmonary artery endothelial cell	CL:1001568
HPAEC	CL:1001568
Human pulmonary arterial endothelial cells	CL:1001568
hippocampal interneuron	CL:1001569
hippocampal pyramidal neuron	CL:1001571
colon endothelial cell	CL:1001572
Endo	CL:1001572
Endothelial cell	CL:1001572
endothelial cells	CL:1001572
nasopharyngeal epithelial cell	CL:1001573
NASOPHARYNX - respiratory epithelial cells	CL:1001573
nasal epithelial cell	CL:1001573
nasal epithelial (HNE) cells	CL:1001573
HNE cells	CL:1001573
uterine cervix squamous cell	CL:1001575
oral mucosa squamous cell	CL:1001576
tonsil squamous cell	CL:1001577
TONSIL - squamous epithelial cells	CL:1001577
vagina squamous cell	CL:1001578
VECs	CL:1001578
vaginal and amnion epithelial cells	CL:1001578
cerebral cortex glial cell	CL:1001579
hippocampal glial cell	CL:1001580
hippocampus neuroglial cell	CL:1001580
hippocampus glial cell	CL:1001580
lateral ventricle glial cell	CL:1001581
lateral ventricle neuron	CL:1001582
appendix glandular cell	CL:1001585
mammary gland glandular cell	CL:1001586
uterine cervix secretory cell	CL:1001587
colon glandular cell	CL:1001588
duodenum secretory cell	CL:1001589
DUODENUM - glandular cells	CL:1001589
epididymis secretory cell	CL:1001590
oviduct secretory cell	CL:1001591
gallbladder glandular cell	CL:1001592
gall bladder glandular cell	CL:1001592
parathyroid glandular cell	CL:1001593
rectum glandular cell	CL:1001595
salivary gland glandular cell	CL:1001596
seminal vesicle glandular cell	CL:1001597
small intestine secretory cell	CL:1001598
pancreas exocrine glandular cell	CL:1001599
pancreatic endocrine and exocrine cells	CL:1001599
adrenal gland glandular cell	CL:1001601
cerebral cortex endothelial cell	CL:1001602
lung macrophage	CL:1001603
foreskin keratinocyte	CL:1001606
articular chondrocyte	CL:1001607
foreskin fibroblast	CL:1001608
BJ fibroblast	CL:1001608
muscle fibroblast	CL:1001609
bone marrow hematopoietic cell	CL:1001610
BONE MARROW - hematopoietic cells	CL:1001610
cerebellar neuron	CL:1001611
cerebellar, thalamic, pons, and hippocampal neurons	CL:1001611
cerebellum neurons	CL:1001611
secretory epithelial cell	CL:1100001
secretory cells	CL:1100001
epidermal melanocyte	CL:2000000
epidermal melanocytes	CL:2000000
peripheral blood mononuclear cell	CL:2000001
peripheral blood mononuclear cells	CL:2000001
PBMCs	CL:2000001
PBMC	CL:2000001
PBMNCs	CL:2000001
CD45+ PBMCs	CL:2000001
Peripheral blood-derived mononuclear cells	CL:2000001
hPBMCs	CL:2000001
decidual cell	CL:2000002
decidualized endometrial stromal cell	CL:2000002
decidua cell	CL:2000002
decidual stromal cell	CL:2000002
dS	CL:2000002
decidual stromal cells	CL:2000002
Dec	CL:2000002
decidual cells	CL:2000002
DSC	CL:2000002
pituitary gland cell	CL:2000004
AP cells	CL:2000004
AP	CL:2000004
AP cell	CL:2000004
pituitary cell	CL:2000004
brain macroglial cell	CL:2000005
tonsil germinal center B cell	CL:2000006
articular chondrocyte of knee joint	CL:2000007
microvascular endothelial cell	CL:2000008
HMVEC	CL:2000008
dermis blood vessel endothelial cell	CL:2000010
dermal lymphatic and blood vascular ECs	CL:2000010
dermis lymphatic vessel endothelial cell	CL:2000011
dermal lymphatic and blood vascular ECs	CL:2000011
fibroblast of pedal digit skin	CL:2000012
fibroblast of skin of abdomen	CL:2000013
fibroblast of upper leg skin	CL:2000014
fibroblast of arm	CL:2000015
lung microvascular endothelial cell	CL:2000016
HPMVECs	CL:2000016
HPMEC	CL:2000016
Human pulmonary microvascular endothelial cells	CL:2000016
pulmonary microvascular endothelial cells	CL:2000016
fibroblast of peridontal ligament	CL:2000017
endothelial cell of coronary artery	CL:2000018
coronary vascular ECs	CL:2000018
compound eye photoreceptor cell	CL:2000019
inner cell mass cell	CL:2000020
sebaceous gland cell	CL:2000021
cardiac septum cell	CL:2000022
spinal cord ventral column interneuron	CL:2000023
spinal cord medial motor column neuron	CL:2000024
spinal cord oligodendrocyte	CL:2000025
cerebellum basket cell	CL:2000027
cerebellum glutamatergic neuron	CL:2000028
central nervous system neuron	CL:2000029
neuroectoderm and glia to central nervous system (CNS) neurons	CL:2000029
hypothalamus cell	CL:2000030
lateral line ganglion neuron	CL:2000031
peripheral nervous system neuron	CL:2000032
peripheral neuron	CL:2000032
PNS neuron	CL:2000032
peripheral neurons	CL:2000032
limb basal cell of epidermis	CL:2000033
anterior lateral line neuromast hair cell	CL:2000034
anterior lateral line neuromast mantle cell	CL:2000035
anterior lateral line neuromast supporting cell	CL:2000036
anterior lateral line neuromast support cell	CL:2000036
posterior lateral line neuromast hair cell	CL:2000037
posterior lateral line neuromast mantle cell	CL:2000038
posterior lateral line neuromast supporting cell	CL:2000039
posterior lateral line neuromast support cell	CL:2000039
bladder microvascular endothelial cell	CL:2000040
dermis microvascular lymphatic vessel endothelial cell	CL:2000041
embryonic fibroblast	CL:2000042
embryonic fibroblasts	CL:2000042
brain pericyte	CL:2000043
Brain Pericytes	CL:2000043
brain microvascular endothelial cell	CL:2000044
endothelial cells	CL:2000044
ECs	CL:2000044
EC	CL:2000044
CMVECs	CL:2000044
cerebromicrovascular endothelial	CL:2000044
brain ECs	CL:2000044
foreskin melanocyte	CL:2000045
melanocyte of foreskin	CL:2000045
ventricular cardiac muscle cell	CL:2000046
vCM	CL:2000046
ventricular muscle cell	CL:2000046
brainstem motor neuron	CL:2000047
brain and spinal cord motor neurons	CL:2000047
anterior horn motor neuron	CL:2000048
ventral horn of spinal cord spinal cord motor neuron	CL:2000048
anterior horn cell	CL:2000048
primary motor cortex pyramidal cell	CL:2000049
splenic fibroblast	CL:2000051
splenic fibroblasts	CL:2000051
umbilical artery endothelial cell	CL:2000052
splenic endothelial cell	CL:2000053
hepatic pit cell	CL:2000054
liver dendritic cell	CL:2000055
hepatic dendritic cell	CL:2000055
Meynert cell	CL:2000056
femural osteoblast	CL:2000057
calvarial osteoblast	CL:2000058
prostate gland microvascular endothelial cell	CL:2000059
prostate endothelial cells	CL:2000059
epithelial or endothelial cells	CL:2000059
epithelial-endothelial cell	CL:2000059
endothelial cells	CL:2000059
endothelial cell	CL:2000059
placental villous trophoblast	CL:2000060
villous cytotrophoblast	CL:2000060
vCTB	CL:2000060
VCT	CL:2000060
villous cytotrophoblast cells	CL:2000060
placental amniotic mesenchymal stromal cell	CL:2000061
placental stem cell	CL:2000061
placental villus capillary endothelial cell	CL:2000062
ovarian fibroblast	CL:2000063
ovarian surface epithelial cell	CL:2000064
ovarian microvascular endothelial cell	CL:2000065
cardiac ventricle fibroblast	CL:2000066
cardiac atrium fibroblast	CL:2000067
pericardium fibroblast	CL:2000068
gallbladder fibroblast	CL:2000069
optic choroid fibroblast	CL:2000070
mammary microvascular endothelial cell	CL:2000071
breast EC	CL:2000071
adipose microvascular endothelial cell	CL:2000072
migratory cardiac neural crest cell	CL:2000073
cardiac neural crest cell	CL:2000073
splenocyte	CL:2000074
splenocytes	CL:2000074
anterior visceral endoderm cell	CL:2000075
hindlimb stylopod vein endothelial cell	CL:2000076
skeletal muscle tissue of pectoralis major striated muscle cell	CL:2000077
placental pericyte	CL:2000078
mesenchymal stem cell of femoral bone marrow	CL:2000079
mesenchymal stem cell of abdominal adipose tissue	CL:2000080
mesenchymal stem cell of abdominal adipose	CL:2000080
melanocyte of skin of face	CL:2000081
hair follicle dermal papilla cell of scalp	CL:2000083
conjunctiva goblet cell	CL:2000084
mononuclear cell of umbilical cord	CL:2000085
umbilical cord blood (UCB) cells	CL:2000085
umbilical cord blood cells	CL:2000085
UCB cells	CL:2000085
neocortex basket cell	CL:2000086
dentate gyrus of hippocampal formation basket cell	CL:2000087
Ammon's horn basket cell	CL:2000088
dentate gyrus granule cell	CL:2000089
dentate gyrus of hippocampal formation granule cell	CL:2000089
dentate gyrus of hippocampal formation stellate cell	CL:2000090
endometrial microvascular endothelial cell	CL:2000091
hair follicular keratinocyte	CL:2000092
bronchus fibroblast of lung	CL:2000093
nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa	CL:2000094
cord blood hematopoietic stem cell	CL:2000095
UCB-HSCs	CL:2000095
UCBCs	CL:2000095
fibroblast of the reticular layer of dermis	CL:2000096
midbrain dopaminergic neuron	CL:2000097
mDA neurons	CL:2000097
ciliated epithelial cell of esophagus	CL:3000000
Hofbauer cell	CL:3000001
fetal Hofbauer cell	CL:3000001
HB	CL:3000001
Hofbauer cells	CL:3000001
sympathetic noradrenergic neuron	CL:3000002
noradrenergic sympathetic neurons	CL:3000002
sympathetic cholinergic neuron	CL:3000003
cholinergic sympathetic neurons	CL:3000003
peripheral sensory neuron	CL:3000004
fibroblast of breast	CL:4006000
breast fibroblast	CL:4006000
fibroblast of skin of scalp	CL:4006001
skin of scalp fibroblast	CL:4006001
beta motor neuron	CL:4023000
static beta motor neuron	CL:4023001
dynamic beta motor neuron	CL:4023002
nuclear chain fiber	CL:4023003
nuclear bag fiber	CL:4023004
dynamic nuclear bag fiber	CL:4023005
nuclear bag1 intrafusal fiber	CL:4023005
bag1 fiber	CL:4023005
static nuclear bag fiber	CL:4023006
nuclear bag2 intrafusal fiber	CL:4023006
bag2 fiber	CL:4023006
L2/3 bipolar VIP GABAergic interneuron (Mmus)	CL:4023007
L2/3 bipolar Vip (Mus musculus)	CL:4023007
intratelencephalic-projecting glutamatergic cortical neuron	CL:4023008
IT neuron	CL:4023008
IT	CL:4023008
intratelencephalically projecting	CL:4023008
extratelencephalic-projecting glutamatergic cortical neuron	CL:4023009
ET projecting neuron	CL:4023009
ET	CL:4023009
extratelencephalically projecting	CL:4023009
alpha7 GABAergic cortical interneuron (Mmus)	CL:4023010
A7 cell (Mus musculus)	CL:4023010
lamp5 GABAergic cortical interneuron	CL:4023011
Lamp5	CL:4023011
near-projecting glutamatergic cortical neuron	CL:4023012
NP neuron	CL:4023012
NP	CL:4023012
near-projecting	CL:4023012
corticothalamic-projecting glutamatergic cortical neuron	CL:4023013
CT projecting neuron	CL:4023013
CThPN	CL:4023013
corticothalamic projection neurons	CL:4023013
CT	CL:4023013
corticothalamic	CL:4023013
L5 VIP GABAergic interneuron (Mmus)	CL:4023014
L5 VIP (Mus musculus)	CL:4023014
sncg GABAergic cortical interneuron	CL:4023015
Sncg	CL:4023015
VIP GABAergic cortical interneuron	CL:4023016
Vip	CL:4023016
sst GABAergic cortical interneuron	CL:4023017
SST+ CINs	CL:4023017
SST/PV INs	CL:4023017
Sst	CL:4023017
pvalb GABAergic cortical interneuron	CL:4023018
fast-spiking parvalbumin-positive interneurons	CL:4023018
PVBC	CL:4023018
PV+ CINs	CL:4023018
SST/PV INs	CL:4023018
PV IN	CL:4023018
Pvalb	CL:4023018
L5/6 cck, VIP GABAergic interneuron (Mmus)	CL:4023019
L5/6 CCK Vip (Mus musculus)	CL:4023019
dynamic gamma motor neuron	CL:4023020
static gamma motor neuron	CL:4023021
canopy lamp5 GABAergic cortical interneuron (Mmus)	CL:4023022
L5,6 neurogliaform lamp5 GABAergic interneuron (Mmus)	CL:4023023
L5,6 NGC Lamp5 (Mus musculus)	CL:4023023
neurogliaform lamp5 GABAergic cortical interneuron (Mmus)	CL:4023024
NGC Lamp5 (Mus musculus)	CL:4023024
long-range projecting sst GABAergic cortical interneuron (Mmus)	CL:4023025
LP SST (Mus musculus)	CL:4023025
long-range-projecting GABAergic neurons	CL:4023025
LPC	CL:4023025
direct pathway medium spiny neuron	CL:4023026
dSPN	CL:4023026
D1-MSN	CL:4023026
dopamine 1 medium spiny neuron	CL:4023026
dopamine D1 receptor-expressing MSNs	CL:4023026
Inhibitory D1 & D2 Medium Spiny Neurons	CL:4023026
Inhibitory direct/indirect Spiny Projection Neurons	CL:4023026
Drd1+ and Drd2+ medium spiny neurons	CL:4023026
L5 sst T-Martinotti interneuron (Mmus)	CL:4023027
L5 T Martinotti SST (Mus musculus)	CL:4023027
L5 non-Martinotti sst GABAergic interneuron (Mmus)	CL:4023028
L5 non-Martinotti SST (Mus musculus)	CL:4023028
indirect pathway medium spiny neuron	CL:4023029
dopamine 2 medium spiny neuron	CL:4023029
D2-MSN	CL:4023029
iSPN	CL:4023029
dopamine D2 receptor-expressing MSNs	CL:4023029
D2-MSNs	CL:4023029
Inhibitory D1 & D2 Medium Spiny Neurons	CL:4023029
Inhibitory direct/indirect Spiny Projection Neurons	CL:4023029
Drd1+ and Drd2+ medium spiny neurons	CL:4023029
L2/3/5 fan Martinotti sst GABAergic interneuron (Mmus)	CL:4023030
L2/3/5 fan Martinotti SST (Mus musculus)	CL:4023030
L4 sst Martinotti interneuron (Mmus)	CL:4023031
L4 SST (Mus musculus)	CL:4023031
ON retinal ganglion cell	CL:4023032
OFF retinal ganglion cell	CL:4023033
lateral ganglionic eminence derived neuron	CL:4023035
LGE-derived neuron	CL:4023035
chandelier pvalb GABAergic cortical interneuron	CL:4023036
Chandelier PV	CL:4023036
L6b glutamatergic cortical neuron	CL:4023038
amygdala excitatory neuron	CL:4023039
L2/3-6 intratelencephalic projecting glutamatergic neuron	CL:4023040
L2/3-6 IT projecting neuron	CL:4023040
L5 extratelencephalic projecting glutamatergic cortical neuron	CL:4023041
thick-tufted layer 5 (TTL5) pyramidal neuron	CL:4023041
burst-firing layer 5 neuron	CL:4023041
Pyramidal tract-like (PT-l)	CL:4023041
L6 corticothalamic-projecting glutamatergic cortical neuron	CL:4023042
L6 CT	CL:4023042
L5/6 near-projecting glutamatergic neuron of the primary motor cortex	CL:4023043
L5/6 NP M1	CL:4023043
L5/6 NP MOp	CL:4023043
non-medulla, extratelencephalic-projecting glutamatergic neuron of the primary motor cortex	CL:4023044
non-MY ET M1	CL:4023044
non-MY ET MOp (Mus)	CL:4023044
medulla-projecting glutamatergic neuron of the primary motor cortex	CL:4023045
medulla-projecting extratelencephalic-projecting glutamatergic neuron of the primary motor cortex	CL:4023045
MY ET MOp	CL:4023045
MY ET M1	CL:4023045
L6b glutamatergic neuron of the primary motor cortex	CL:4023046
L6b subplate glutamatergic neuron of the primary motor cortex	CL:4023046
L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex	CL:4023047
L2/3 IT M1	CL:4023047
L2/3 IT MOp	CL:4023047
L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex	CL:4023048
L4/5 IT M1	CL:4023048
L4/5 IT MOp	CL:4023048
L5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex	CL:4023049
L5 IT M1	CL:4023049
L5 IT MOp	CL:4023049
L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex	CL:4023050
L6 IT MOp	CL:4023050
L6 IT M1	CL:4023050
vascular leptomeningeal cell	CL:4023051
VLMC	CL:4023051
vascular and leptomeningeal cells	CL:4023051
vascular and leptomeningeal cell	CL:4023051
vascular leptomeningeal cells	CL:4023051
Betz upper motor neuron	CL:4023052
spinal interneuron synapsing Betz cell	CL:4023053
mesothelial fibroblast	CL:4023054
corticothalamic VAL/VM projecting glutamatergic neuron of the primary motor cortex	CL:4023055
CT VAL/VM M1	CL:4023055
CT VAL/VM MOp	CL:4023055
vascular leptomeningeal cell (Mmus)	CL:4023056
VLMC (Mus musculus)	CL:4023056
cerebellar inhibitory GABAergic interneuron	CL:4023057
mesothelial fibroblast of the leptomeninx	CL:4023058
differentiation-committed oligodendrocyte precursor	CL:4023059
committed oligodendrocyte precursor	CL:4023059
COP	CL:4023059
committed oligodendrocyte precursors	CL:4023059
hippocampal CA1-3 neuron	CL:4023060
CA1 cells	CL:4023060
hippocampal CA4 neuron	CL:4023061
dentate gyrus neuron	CL:4023062
medial ganglionic eminence derived interneuron	CL:4023063
MGE interneuron	CL:4023063
caudal ganglionic eminence derived cortical interneuron	CL:4023064
caudal ganglionic eminence derived GABAergic cortical interneuron	CL:4023064
meis2 expressing cortical GABAergic cell	CL:4023065
horizontal pyramidal neuron	CL:4023066
thalamic excitatory neuron	CL:4023068
medial ganglionic eminence derived GABAergic cortical interneuron	CL:4023069
MGE cortical interneuron	CL:4023069
L5/6 cck GABAergic interneuron (Mmus)	CL:4023071
L5/6 CCK (Mus musculus)	CL:4023071
brain vascular cell	CL:4023072
neurovascular cell	CL:4023072
neurovascular unit cell	CL:4023072
vascular (H), microglial (I), and lymphoid (J) cells	CL:4023072
vascular	CL:4023072
vascular cells	CL:4023072
mammillary body neuron	CL:4023074
L6 th sst GABAergic interneuron (Mmus)	CL:4023075
L6 tyrosine hydroxylase positive sst expressing GABAergic cortical interneuron (Mus musculus)	CL:4023075
L6 Th+ SST (Mus musculus)	CL:4023075
Martinotti neuron	CL:4023076
Martinotti cells	CL:4023076
MNC	CL:4023076
bitufted neuron	CL:4023077
midbrain-derived inhibitory neuron	CL:4023079
stellate L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex (Mmus)	CL:4023080
stellate L6 IT MOp (Mus musculus)	CL:4023080
inverted L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex (Mmus)	CL:4023081
inverted L6 IT MOp (Mus musculus)	CL:4023081
chandelier cell	CL:4023083
chandelier and basket interneuron	CL:4023083
chandelier cells	CL:4023083
CHC	CL:4023083
T Martinotti neuron	CL:4023086
T-shaped Martinotti neuron	CL:4023086
fan Martinotti neuron	CL:4023087
fanning-out Martinotti neuron	CL:4023087
large basket cell	CL:4023088
nest basket cell	CL:4023089
small basket cell	CL:4023090
inverted pyramidal neuron	CL:4023092
stellate pyramidal neuron	CL:4023093
tufted pyramidal neuron	CL:4023094
untufted pyramidal neuron	CL:4023095
arachnoid barrier cell	CL:4023097
ABC	CL:4023097
Arachnoid barrier cells	CL:4023097
reticulospinal neuron	CL:4023107
RSN	CL:4023107
oxytocin-secreting magnocellular cell	CL:4023108
vasopressin-secreting magnocellular cell	CL:4023109
amygdala pyramidal neuron	CL:4023110
cerebral cortex pyramidal neuron	CL:4023111
vestibular afferent neuron	CL:4023112
bouton vestibular afferent neuron	CL:4023113
calyx vestibular afferent neuron	CL:4023114
type 1 spiral ganglion neuron	CL:4023115
type I spiral ganglion cell	CL:4023115
type 2 spiral ganglion neuron	CL:4023116
type II spiral ganglion cell	CL:4023116
L5/6 non-Martinotti sst GABAergic interneuron (Mmus)	CL:4023118
L5/6 non-Martinotti morphology sst expressing GABAergic cortical interneuron (Mus musculus)	CL:4023118
L5/6 non-Martinotti SST (Mus musculus)	CL:4023118
displaced amacrine cell	CL:4023119
inverted amacrine cell	CL:4023119
dACs	CL:4023119
cochlea auditory hair cell	CL:4023120
cochlear hair cell	CL:4023120
cochlear cells	CL:4023120
HC	CL:4023120
hair cells	CL:4023120
hair cell	CL:4023120
iHCs	CL:4023120
cochlear hair cells	CL:4023120
HCs	CL:4023120
cochlear HCs	CL:4023120
sst chodl GABAergic cortical interneuron	CL:4023121
oxytocin receptor sst GABAergic cortical interneuron	CL:4023122
hypothalamus kisspeptin neuron	CL:4023123
dentate gyrus kisspeptin neuron	CL:4023124
KNDy neuron	CL:4023125
kisspeptin, neurokinin B and dynorphin expressing neuron	CL:4023125
arcuate nucleus of hypothalamus KNDy neuron	CL:4023127
rostral periventricular region of the third ventricle KNDy neuron	CL:4023128
RP3V KNDy neuron	CL:4023128
retinoblast	CL:4023129
retinal stem cell	CL:4023129
kisspeptin neuron	CL:4023130
Kisspeptin-neurons	CL:4023130
myelinating glial cell	CL:4023154
octopus cell of the mammalian cochlear nucleus	CL:4023158
double bouquet cell	CL:4023159
cartwheel cell	CL:4023160
unipolar brush cell	CL:4023161
bushy cell	CL:4023162
bushy cells	CL:4023162
spherical bushy cell	CL:4023163
globular bushy cell	CL:4023164
GBC	CL:4023164
somatosensory neuron	CL:4023168
trigeminal neuron	CL:4023169
trigeminal sensory neuron	CL:4023170
trigeminal motor neuron	CL:4023171
hypendymal cell	CL:4023181
subcommissural organ hypendymal cells	CL:4023181
Hypendymal cells	CL:4023181
HypEPC	CL:4023181
koniocellular cell	CL:4023187
K cell	CL:4023187
midget ganglion cell of retina	CL:4023188
MGCs	CL:4023188
parasol ganglion cell of retina	CL:4023189
PGCs	CL:4023189
pulmonary capillary endothelial cell	CL:4028001
lung capillary endothelial cell	CL:4028001
General capillary gCap ECs	CL:4028001
lung capillary ECs	CL:4028001
gCap EC	CL:4028001
gCap ECs	CL:4028001
alveolar capillary type 1 endothelial cell	CL:4028002
alveolar capillary type 2 endothelial cell	CL:4028003
alveolar epithelial type 2 cells	CL:4028003
AT2	CL:4028003
alveolar type 1 fibroblast cell	CL:4028004
alveolar adventitial fibroblast	CL:4028006
alveolar type 2 fibroblast cell	CL:4028006
gamete-nursing cell	CL:4029001
germline-derived nurse cell	CL:4029002
somatic nurse-like cell	CL:4029003
choroidal melanocyte	CL:4030000
uveal melanocyte	CL:4030000
ocular and cutaneous melanocytes	CL:4030000
stromal cell of thymus	CL:4030001
thymic stromal cell	CL:4030001
effector memory CD45RA-positive, alpha-beta T cell, terminally differentiated	CL:4030002
TEMRA cell	CL:4030002
terminally differentiated effector memory cells re-expressing CD45RA	CL:4030002
terminally differentiated effector memory CD45RA+ T cells	CL:4030002
interstitial cell of thymus	CL:4030003
thymic interstitial cell	CL:4030003
thymic nurse cell	CL:4030004
kidney collecting duct beta-intercalated cell	CL:4030005
kidney collecting duct intercalated cell type B	CL:4030005
B-IC	CL:4030005
CD-ICB	CL:4030005
collecting duct type B intercalated cell	CL:4030005
fallopian tube secretory epithelial cell	CL:4030006
uterine tube secretory epithelial cell	CL:4030006
fallopian tube multiciliated cell	CL:4030007
uterine tube ciliated epithelial cell	CL:4030007
fallopian tube ciliated cell	CL:4030007
pronephric podocyte	CL:4030008
pronephric glomerular visceral epithelial cell	CL:4030008
epithelial cell of proximal tubule segment 1	CL:4030009
epithelial cell of segment 1 of proximal tubule	CL:4030009
epithelial cell of proximal tubule segment 2	CL:4030010
epithelial cell of segment 2 of proximal tubule	CL:4030010
